Date,Open,High,Low,Close,Adj Close,Volume
2018-05-17,135.410004,136.830002,134.580002,136.520004,136.520004,1404500
2018-05-18,136.619995,139.669998,136.250000,138.850006,138.850006,1723600
2018-05-21,139.610001,139.940002,136.929993,137.669998,137.669998,2474800
2018-05-22,138.509995,139.169998,136.460007,136.710007,136.710007,1740500
2018-05-23,135.309998,139.500000,135.020004,139.309998,139.309998,1949000
2018-05-24,139.059998,139.630005,136.119995,138.919998,138.919998,4021000
2018-05-25,132.710007,139.690002,131.149994,132.750000,132.750000,6543600
2018-05-29,131.649994,132.240005,128.139999,129.619995,129.619995,2946700
2018-05-30,130.660004,132.039993,128.770004,129.369995,129.369995,2149100
2018-05-31,129.509995,131.199997,128.990005,129.100006,129.100006,2733500
2018-06-01,130.300003,133.649994,129.949997,133.520004,133.520004,2076300
2018-06-04,133.449997,135.669998,131.990005,135.570007,135.570007,1573000
2018-06-05,135.649994,138.130005,134.470001,136.800003,136.800003,1289500
2018-06-06,137.210007,138.000000,135.759995,137.929993,137.929993,1614800
2018-06-07,137.690002,137.929993,132.380005,134.139999,134.139999,1889700
2018-06-08,133.720001,135.350006,132.970001,135.130005,135.130005,1045700
2018-06-11,135.009995,136.210007,134.710007,135.970001,135.970001,1349100
2018-06-12,136.529999,137.910004,136.380005,137.360001,137.360001,1252800
2018-06-13,137.889999,139.250000,136.429993,137.160004,137.160004,1521600
2018-06-14,138.139999,139.440002,137.759995,138.410004,138.410004,1834100
2018-06-15,138.279999,138.369995,135.580002,137.990005,137.990005,2259800
2018-06-18,136.360001,142.479996,136.149994,141.259995,141.259995,2990600
2018-06-19,139.000000,141.279999,138.100006,141.039993,141.039993,2630100
2018-06-20,141.100006,142.940002,140.660004,140.940002,140.940002,2199800
2018-06-21,141.050003,141.960007,137.360001,137.740005,137.740005,1819400
2018-06-22,137.690002,137.960007,133.369995,136.509995,136.509995,2703200
2018-06-25,134.880005,135.070007,128.169998,129.750000,129.750000,2649300
2018-06-26,129.740005,131.750000,128.759995,130.169998,130.169998,1615300
2018-06-27,130.740005,131.970001,126.589996,127.620003,127.620003,2474700
2018-06-28,127.949997,130.869995,127.199997,130.240005,130.240005,1798200
2018-06-29,130.529999,132.919998,130.529999,131.089996,131.089996,1714600
2018-07-02,130.020004,131.960007,129.009995,131.899994,131.899994,1308300
2018-07-03,131.649994,133.199997,131.279999,131.600006,131.600006,928100
2018-07-05,133.009995,133.809998,131.309998,132.800003,132.800003,1708200
2018-07-06,133.259995,135.490005,132.660004,135.110001,135.110001,1159200
2018-07-09,135.130005,136.520004,133.360001,134.970001,134.970001,1761500
2018-07-10,134.899994,136.800003,133.889999,134.369995,134.369995,1426800
2018-07-11,133.509995,134.029999,131.649994,132.220001,132.220001,2160400
2018-07-12,133.000000,137.880005,132.580002,137.460007,137.460007,2244900
2018-07-13,136.990005,137.440002,134.869995,137.210007,137.210007,972800
2018-07-16,136.619995,137.320007,135.759995,136.240005,136.240005,899400
2018-07-17,134.880005,137.389999,134.440002,136.559998,136.559998,1105500
2018-07-18,136.550003,137.960007,135.839996,137.429993,137.429993,1291700
2018-07-19,136.639999,136.990005,134.330002,134.500000,134.500000,1608100
2018-07-20,135.160004,135.520004,134.130005,134.320007,134.320007,1370500
2018-07-23,134.000000,134.690002,132.059998,134.500000,134.500000,1343400
2018-07-24,135.309998,135.970001,131.500000,132.309998,132.309998,1071700
2018-07-25,132.309998,135.919998,131.639999,135.850006,135.850006,2093700
2018-07-26,135.550003,137.460007,133.570007,136.139999,136.139999,1345400
2018-07-27,136.440002,136.850006,130.000000,131.160004,131.160004,1846100
2018-07-30,131.169998,131.639999,124.690002,127.000000,127.000000,2637900
2018-07-31,127.410004,130.449997,126.580002,128.440002,128.440002,1913200
2018-08-01,127.989998,129.770004,126.730003,127.180000,127.180000,1885000
2018-08-02,125.930000,131.320007,125.889999,131.160004,131.160004,1452400
2018-08-03,131.330002,132.470001,129.960007,132.050003,132.050003,1372800
2018-08-06,131.929993,134.610001,131.320007,134.350006,134.350006,1304200
2018-08-07,134.440002,136.330002,134.380005,135.190002,135.190002,1226200
2018-08-08,134.830002,135.259995,133.470001,134.139999,134.139999,994700
2018-08-09,134.589996,137.000000,133.889999,135.110001,135.110001,1160600
2018-08-10,134.270004,136.210007,133.710007,134.850006,134.850006,1115200
2018-08-13,135.240005,136.559998,133.259995,133.389999,133.389999,1178700
2018-08-14,134.050003,135.259995,133.070007,134.000000,134.000000,1056200
2018-08-15,133.009995,133.630005,129.339996,131.050003,131.050003,1695200
2018-08-16,132.100006,133.889999,131.100006,133.729996,133.729996,2660900
2018-08-17,133.130005,133.529999,129.869995,132.350006,132.350006,2117300
2018-08-20,132.350006,134.289993,131.630005,133.720001,133.720001,2540900
2018-08-21,134.179993,136.960007,133.690002,135.520004,135.520004,2547800
2018-08-22,134.839996,137.550003,134.839996,136.940002,136.940002,1875300
2018-08-23,136.970001,138.699997,135.649994,136.309998,136.309998,2613800
2018-08-24,152.389999,157.779999,150.619995,157.199997,157.199997,8511200
2018-08-27,158.059998,159.940002,153.910004,154.630005,154.630005,3290900
2018-08-28,154.869995,157.830002,154.669998,156.809998,156.809998,2193300
2018-08-29,156.750000,157.630005,155.320007,155.669998,155.669998,2316000
2018-08-30,155.630005,155.929993,153.580002,153.860001,153.860001,1848900
2018-08-31,153.559998,154.740005,153.270004,154.350006,154.350006,1661000
2018-09-04,154.169998,154.479996,152.289993,153.589996,153.589996,1515000
2018-09-05,153.869995,154.309998,148.449997,149.330002,149.330002,1689400
2018-09-06,149.339996,150.259995,147.330002,148.800003,148.800003,1498000
2018-09-07,147.639999,150.850006,146.710007,149.169998,149.169998,1533500
2018-09-10,149.960007,151.220001,148.539993,150.750000,150.750000,1466300
2018-09-11,150.289993,151.729996,150.070007,150.869995,150.869995,1098300
2018-09-12,150.820007,150.949997,147.600006,150.779999,150.779999,1218200
2018-09-13,151.600006,154.059998,151.110001,151.380005,151.380005,1126800
2018-09-14,151.330002,153.210007,150.539993,151.350006,151.350006,1502600
2018-09-17,150.229996,152.000000,146.289993,146.720001,146.720001,1690100
2018-09-18,146.809998,150.539993,146.139999,148.789993,148.789993,1435700
2018-09-19,148.320007,148.979996,145.899994,148.399994,148.399994,1247900
2018-09-20,149.770004,153.940002,148.970001,153.229996,153.229996,2795600
2018-09-21,153.860001,154.589996,151.630005,152.399994,152.399994,2662600
2018-09-24,150.649994,153.699997,149.330002,152.830002,152.830002,1575400
2018-09-25,153.110001,155.559998,152.979996,155.399994,155.399994,1473000
2018-09-26,155.990005,157.110001,154.309998,154.820007,154.820007,1118700
2018-09-27,155.360001,156.509995,154.869995,156.000000,156.000000,1026200
2018-09-28,155.050003,156.669998,154.830002,156.110001,156.110001,976400
2018-10-01,155.649994,156.639999,154.850006,155.500000,155.500000,1490000
2018-10-02,155.729996,156.259995,153.130005,153.919998,153.919998,1463600
2018-10-03,154.259995,155.830002,153.440002,154.869995,154.869995,1508300
2018-10-04,153.669998,154.789993,149.759995,152.100006,152.100006,5205100
2018-10-05,152.000000,153.380005,150.429993,152.000000,152.000000,3242600
2018-10-08,151.139999,152.330002,145.119995,146.210007,146.210007,3913100
2018-10-09,146.520004,148.130005,142.699997,142.860001,142.860001,2442500
2018-10-10,141.660004,141.990005,133.339996,133.500000,133.500000,3865600
2018-10-11,132.600006,134.419998,129.000000,130.889999,130.889999,3051200
2018-10-12,135.679993,140.250000,135.250000,138.179993,138.179993,3965700
2018-10-15,138.470001,139.320007,132.800003,134.600006,134.600006,2273300
2018-10-16,137.300003,141.800003,136.619995,141.419998,141.419998,2096000
2018-10-17,141.179993,142.100006,138.699997,141.770004,141.770004,1599300
2018-10-18,140.759995,141.449997,135.759995,137.289993,137.289993,2011900
2018-10-19,137.979996,140.429993,133.100006,133.179993,133.179993,3067600
2018-10-22,133.929993,137.309998,131.449997,135.639999,135.639999,1931300
2018-10-23,132.649994,136.089996,130.110001,134.119995,134.119995,2325900
2018-10-24,133.309998,134.039993,124.680000,124.919998,124.919998,3694700
2018-10-25,127.190002,131.000000,126.180000,130.009995,130.009995,2707300
2018-10-26,125.540001,128.960007,123.930000,124.709999,124.709999,3264100
2018-10-29,128.779999,129.160004,119.930000,124.129997,124.129997,3619300
2018-10-30,123.870003,126.879997,122.959999,125.959999,125.959999,2060600
2018-10-31,128.279999,132.500000,127.669998,129.250000,129.250000,2260500
2018-11-01,130.000000,135.660004,127.339996,135.229996,135.229996,2485600
